Title,console,genre,publisher,developer,critic_score,total_sales,na_sales,jp_sales,pal_sales,other_sales,release_date,last_update,total_sales_computed,release_year
Tak 2: The Staff of Dreams,GC,Platform,THQ,Avalanche Software,7.3,0.33,0.26,0.0,0.07,0.01,2004-10-11,,0.34,2004.0
Classic NES Series: Castlevania,GBA,Platform,Nintendo,Konami,7.4,0.33,0.17,0.09,0.06,0.01,2004-10-25,,0.33,2004.0
Pitfall 3D: Beyond the Jungle,PS,Platform,Activision,Activision,7.3,0.33,0.18,0.0,0.12,0.02,1998-02-28,,0.32,1998.0
Spongebob Squarepants: Creature from the Krusty Krab,GC,Platform,THQ,Blitz Games,7.3,0.33,0.25,0.0,0.07,0.01,2006-10-16,,0.33,2006.0
Zaidan Houjin Nippon Kanji Nouryoku Kentei Kyoukai Kounin: KanKen DS 2 + Jouyou Kanji Jiten,DS,Misc,Rocket Company,Imagineer,7.3,0.33,0.0,0.33,0.0,0.0,2007-09-27,,0.33,2007.0
NBA Live 06,GC,Sports,EA Sports,EA Canada,7.3,0.33,0.25,0.0,0.07,0.01,2005-09-26,,0.33,2005.0
Major League Baseball 2K6,XB,Sports,2K Sports,Kush Games,7.3,0.33,0.24,0.0,0.07,0.01,2006-04-03,,0.32,2006.0
MLB 09: The Show,PS2,Sports,Sony Computer Entertainment,SCE San Diego Studio,7.3,0.33,0.16,0.0,0.13,0.04,2009-03-03,2018-12-04,0.33,2009.0
Cool Boarders 2001,PS2,Sports,Sony Computer Entertainment,Idol Minds Digital Entertainment,7.3,0.33,0.16,0.0,0.13,0.04,2001-05-21,,0.33,2001.0
Battle Dodge Ball,SNES,Sports,Banpresto,Banpresto,7.3,0.33,0.0,0.33,0.0,0.0,1991-07-20,,0.33,1991.0
Murdered: Soul Suspect,PS4,Action-Adventure,Square Enix,Airtight Games,7.3,0.33,0.09,0.02,0.17,0.05,2014-06-03,2018-08-06,0.33,2014.0
Sengoku Musou 3 Z,PS3,Action,Tecmo Koei,Omega Force,7.3,0.33,0.0,0.33,0.0,0.0,2011-02-10,2018-04-24,0.33,2011.0
Samurai Warriors 3Z,PS3,Action,Tecmo Koei,Omega Force,7.3,0.33,0.0,0.33,0.0,0.0,2011-02-10,,0.33,2011.0
Dishonored: Death of the Outsider,PS4,Action,Bethesda Softworks,Arkane Studios,7.3,0.33,0.1,0.0,0.18,0.05,2017-09-15,2018-03-03,0.33,2017.0
Night at the Museum: Battle of the Smithsonian,DS,Action,Majesco,"Pipeworks Software, Inc.",7.3,0.33,0.12,0.0,0.18,0.04,2009-05-05,,0.33999999999999997,2009.0
The Lego Ninjago Movie Videogame,XOne,Action,Warner Bros. Interactive Entertainment,Traveller's Tales,7.3,0.33,0.21,0.0,0.09,0.03,2017-09-22,2018-05-29,0.32999999999999996,2017.0
Hulk,XB,Action,Universal Interactive,Radical Entertainment,7.3,0.33,0.25,0.0,0.07,0.01,2003-05-27,,0.33,2003.0
Ninja Blade,X360,Action,Microsoft,From Software,6.7,0.33,0.14,0.02,0.14,0.03,2009-04-07,,0.33000000000000007,2009.0
Golden Axe: Beast Rider,X360,Action,Sega,Secret Level,4.0,0.33,0.19,0.0,0.11,0.03,2008-10-14,,0.32999999999999996,2008.0
Bee Movie Game,Wii,Action,Activision,Smart Bomb Interactive,7.3,0.33,0.3,0.0,0.01,0.03,2007-11-05,,0.33999999999999997,2007.0
Disney's Treasure Planet,PS2,Action,Sony Computer Entertainment,Bizarre Creations,7.3,0.33,0.16,0.0,0.13,0.04,2002-11-11,,0.33,2002.0
LEGO Harry Potter Collection,NS,Action,Warner Bros. Interactive Entertainment,Traveller's Tales,7.3,0.33,0.15,0.0,0.16,0.03,2018-10-30,2018-10-27,0.33999999999999997,2018.0
Naruto: Rise of a Ninja,X360,Action,Ubisoft,Ubisoft Montreal,7.8,0.33,0.29,0.0,0.01,0.03,2007-10-30,,0.32999999999999996,2007.0
Ultimate NES Remix,3DS,Action,Nintendo,Nintendo,7.0,0.33,0.19,0.0,0.11,0.03,2014-12-05,2018-05-29,0.32999999999999996,2014.0
Night at the Museum: Battle of the Smithsonian,Wii,Action,Majesco,"Pipeworks Software, Inc.",7.3,0.33,0.17,0.0,0.13,0.03,2009-05-05,,0.33000000000000007,2009.0
Harry Potter and the Half-Blood Prince,PS3,Action,Electronic Arts,Bright Light Productions,7.3,0.33,0.15,0.0,0.13,0.05,2009-06-30,,0.33,2009.0
Transformers: Revenge of the Fallen -- Decepticons,DS,Action,Activision,Vicarious Visions,7.3,0.33,0.17,0.0,0.13,0.03,2009-06-23,,0.33000000000000007,2009.0
Folklore,PS3,Role-Playing,Sony Computer Entertainment,Game Republic,7.5,0.32,0.2,0.05,0.04,0.03,2007-10-09,,0.31999999999999995,2007.0
Shin Momotarou Densetsu,SNES,Role-Playing,Hudson Soft,Hudson Soft,7.3,0.32,0.0,0.32,0.0,0.0,1993-12-24,,0.32,1993.0
Live A Live,SNES,Role-Playing,Square,SquareSoft,7.3,0.32,0.0,0.32,0.0,0.0,1994-09-02,,0.32,1994.0
Bleach: Shattered Blade,Wii,Fighting,Sega,Polygon Magic,5.3,0.32,0.21,0.08,0.01,0.02,2007-10-09,,0.32,2007.0
Shin Megami Tensei: Persona 2: Innocent Sin,PSP,Role-Playing,Atlus,Atlus Co.,7.0,0.32,0.14,0.11,0.04,0.04,2011-09-20,,0.32999999999999996,2011.0
Street Fighter Alpha 2,SAT,Fighting,Capcom,Capcom,8.1,0.32,0.0,0.32,0.0,0.0,1996-09-30,,0.32,1996.0
Bust-A-Move '99,PS,Puzzle,Acclaim Entertainment,Taito Corporation,7.7,0.32,0.18,0.0,0.12,0.02,1999-02-28,,0.32,1999.0
Borderlands: The Pre-Sequel,PC,Misc,2K Games,Unknown,7.3,0.32,0.14,0.0,0.15,0.03,2014-10-14,,0.32000000000000006,2014.0
Karaoke Revolution Presents American Idol Encore 2,Wii,Misc,Konami,Blitz Games,7.3,0.32,0.3,0.0,0.0,0.02,2008-11-18,,0.32,2008.0
Extreme Pinball,PS,Misc,Electronic Arts,Epic Games,7.3,0.32,0.18,0.0,0.12,0.02,1996-03-28,,0.32,1996.0
Kirby's Block Ball,GB,Puzzle,Nintendo,HAL Laboratory,7.3,0.32,0.0,0.32,0.0,0.0,1996-05-01,,0.32,1996.0
Tetris 2 + Bombliss,NES,Puzzle,BPS,ChunSoft,7.3,0.32,0.0,0.32,0.0,0.0,1991-12-13,,0.32,1991.0
Puzzle & Dragons X: God Chapter / Dragon Chapter,3DS,Puzzle,GungHo Online Entertainment,GungHo Online Entertainment,7.3,0.32,0.0,0.32,0.0,0.0,2016-07-28,2018-07-17,0.32,2016.0
Battlestations: Pacific,X360,Strategy,Eidos Interactive,Eidos Studios Hungary,7.3,0.32,0.17,0.01,0.11,0.03,2009-05-12,,0.32000000000000006,2009.0
Dragon Quest Monsters: Battle Road Victory,Wii,Strategy,Square Enix,Armor Project/Bird Studio,7.3,0.32,0.0,0.32,0.0,0.0,2010-07-15,,0.32,2010.0
Momotarou Dentetsu 20-Shuunen,DS,Misc,Hudson Soft,Hudson Soft,7.3,0.32,0.0,0.32,0.0,0.0,2008-12-18,,0.32,2008.0
Wipeout 2,Wii,Misc,Activision,Endemol,7.3,0.32,0.3,0.0,0.0,0.02,2011-10-11,,0.32,2011.0
Dynasty Warriors 4 Empires,PS2,Action,KOEI,Omega Force,7.3,0.32,0.0,0.32,0.0,0.0,2004-08-31,2017-12-31,0.32,2004.0
Final Fantasy XI: Online,PS2,MMO,Square Enix,Square Enix,8.4,0.32,0.08,0.15,0.06,0.02,2004-09-21,2018-04-22,0.31,2004.0
Marvel: Ultimate Alliance 2,Wii,Role-Playing,Activision,n-Space,5.6,0.32,0.25,0.0,0.05,0.03,2009-09-15,,0.32999999999999996,2009.0
Eternal Sonata,X360,Role-Playing,Namco Bandai,Tri-Crescendo,7.9,0.32,0.19,0.08,0.04,0.02,2007-09-17,,0.33,2007.0
Chibi-Robo! Zip Lash,3DS,Platform,Nintendo,Nintendo,5.5,0.32,0.14,0.07,0.09,0.02,2015-10-09,2018-01-14,0.32000000000000006,2015.0
Rayman 2: The Great Escape,PS,Platform,Ubisoft,Ubisoft Shanghai,8.7,0.32,0.18,0.0,0.12,0.02,2000-09-15,,0.32,2000.0
Frogger's Adventures: The Rescue,PS2,Platform,Konami,Konami,7.3,0.32,0.16,0.0,0.12,0.04,2003-10-29,,0.32,2003.0
Final Fantasy XI: Wings of the Goddess,X360,Role-Playing,Square Enix,Square Enix,6.5,0.32,0.28,0.02,0.0,0.03,2007-11-20,,0.33000000000000007,2007.0
One Piece: Romance Dawn,PSP,Role-Playing,Namco Bandai Games,Three Rings,7.3,0.32,0.0,0.32,0.0,0.0,2012-12-20,2018-10-17,0.32,2012.0
SpongeBob SquarePants: Double Pack,GBA,Platform,THQ,THQ,7.3,0.32,0.23,0.0,0.08,0.01,2005-03-08,,0.32,2005.0
Heart of Darkness,PS,Platform,Interplay,Amazing Studios,7.3,0.32,0.18,0.0,0.12,0.02,1998-07-31,,0.32,1998.0
Little Deviants,PSV,Platform,Sony Computer Entertainment,Bigbig Studios,7.3,0.32,0.14,0.0,0.13,0.05,2012-02-15,,0.32,2012.0
Madden NFL 2002,GBA,Sports,EA Sports,BudCat Creations,7.3,0.32,0.23,0.0,0.08,0.01,2001-11-20,,0.32,2001.0
Harvest Moon: Back to Nature,PS,Simulation,Natsume,Victor Interactive Software,7.3,0.32,0.11,0.12,0.07,0.02,2000-11-22,,0.32,2000.0
Dance Dance Revolution Universe,X360,Simulation,Konami,Bemani,7.3,0.32,0.3,0.0,0.0,0.02,2007-02-27,,0.32,2007.0
Pony Friends 2,DS,Simulation,Square Enix,Tantalus Interactive,7.3,0.32,0.21,0.0,0.09,0.02,2010-02-23,,0.32,2010.0
Sky Odyssey,PS2,Simulation,Activision,CAProduction,7.3,0.32,0.16,0.0,0.12,0.04,2000-11-15,,0.32,2000.0
Seaman: Kindan no Pet - Gaze Hakushi no Jikken Shima,PS2,Simulation,ASCII Entertainment,VIVARIUM Inc.,7.3,0.32,0.0,0.32,0.0,0.0,2001-11-15,,0.32,2001.0
Farming Simulator 19,XOne,Simulation,Focus Home Interactive,Giants Software,7.3,0.32,0.19,0.0,0.09,0.03,2018-11-20,2018-12-19,0.31000000000000005,2018.0
The Conveni: Ano Machi wo Dokusen Seyo,PS,Simulation,Human Entertainment,Human Entertainment,7.3,0.32,0.0,0.3,0.0,0.02,1997-03-28,,0.32,1997.0
Littlest Pet Shop: City Friends,DS,Simulation,Electronic Arts,EA Salt Lake,7.3,0.32,0.29,0.0,0.0,0.02,2009-10-20,,0.31,2009.0
"Ed, Edd n Eddy: Jawbreakers!",GBA,Adventure,BAM! Entertainment,Crawfish Interactive - Climax,5.0,0.32,0.23,0.0,0.08,0.01,2002-09-15,,0.32,2002.0
Riven: The Sequel to Myst,PS,Adventure,Acclaim Entertainment,SunSoft,7.3,0.32,0.18,0.0,0.12,0.02,1997-11-30,,0.32,1997.0
Goosebumps HorrorLand,DS,Adventure,Scholastic Inc.,Gusto Games,7.3,0.32,0.29,0.0,0.0,0.02,2008-11-04,,0.31,2008.0
Shenmue II,XB,Adventure,Microsoft,Sega-AM2,7.9,0.32,0.22,0.0,0.08,0.01,2002-10-28,,0.31,2002.0
Silent Hill: Downpour,X360,Adventure,Konami,Konami,7.3,0.32,0.22,0.0,0.08,0.03,2012-03-13,,0.32999999999999996,2012.0
Prince of Persia: The Sands of Time,GC,Adventure,Ubisoft,Ubisoft Montreal,9.0,0.32,0.25,0.0,0.06,0.01,2003-11-18,,0.32,2003.0
Hatsune Miku: Project Diva F 2nd,PSV,Music,Sega,Sega,7.3,0.32,0.08,0.16,0.05,0.04,2014-11-18,2018-10-24,0.32999999999999996,2014.0
"Monsters, Inc.",PS2,Adventure,Sony Computer Entertainment,Artificial Mind and Movement,7.3,0.32,0.15,0.0,0.12,0.04,2002-03-19,,0.31,2002.0
Shin Super Robot Taisen Special Disk,PS,Strategy,Banpresto,Banpresto,7.3,0.32,0.0,0.3,0.0,0.02,1997-03-28,,0.32,1997.0
Kingdom Under Fire: The Crusaders,XB,Strategy,Microsoft,Phantagram,7.3,0.32,0.24,0.0,0.07,0.01,2004-10-12,,0.32,2004.0
Romance of the Three Kingdoms VII,PS2,Strategy,KOEI,Koei,7.3,0.32,0.08,0.16,0.06,0.02,2002-06-25,,0.32,2002.0
Ben 10 Ultimate Alien: Cosmic Destruction,DS,Platform,D3 Publisher,Griptonite Games,7.3,0.32,0.22,0.0,0.08,0.03,2010-10-05,,0.32999999999999996,2010.0
My Baby: First Steps,DS,Simulation,SouthPeak Interactive,Nobilis,7.3,0.32,0.27,0.0,0.03,0.02,2009-11-03,,0.32000000000000006,2009.0
Rock Band Country Track Pack,PS2,Misc,MTV Games,Harmonix Music Systems,7.3,0.32,0.16,0.0,0.12,0.04,2009-07-21,,0.32,2009.0
Sega Smash Pack,GBA,Misc,THQ,CodeFire,7.3,0.32,0.23,0.0,0.08,0.01,2002-09-23,,0.32,2002.0
Birthday Party Bash,Wii,Misc,2K Play,Cat Daddy Games,7.3,0.32,0.29,0.0,0.0,0.02,2009-07-14,,0.31,2009.0
LEGO The Lord of the Rings,PSV,Misc,Warner Bros. Interactive Entertainment,TT Fusion,7.3,0.32,0.09,0.0,0.16,0.07,2012-10-30,2018-01-04,0.32,2012.0
Momotarou Dentetsu Happy,SNES,Misc,Hudson Soft,Hudson Soft,7.3,0.32,0.0,0.32,0.0,0.0,1996-12-06,,0.32,1996.0
NCAA Basketball 10,X360,Sports,Electronic Arts,EA Canada,7.3,0.32,0.3,0.0,0.0,0.03,2009-11-17,,0.32999999999999996,2009.0
Championship Bass,PS,Sports,EA Sports,EA Seattle,7.1,0.32,0.18,0.0,0.12,0.02,2000-03-07,,0.32,2000.0
NHL Breakaway 98,N64,Sports,Acclaim Entertainment,Iguana Entertainment,7.3,0.32,0.3,0.0,0.02,0.0,1998-02-26,,0.32,1998.0
Kurushi Final: Mental Blocks,PS,Puzzle,Sony Computer Entertainment,Sony Computer Entertainment,7.3,0.32,0.0,0.32,0.0,0.0,1999-08-01,,0.32,1999.0
Beautiful Katamari,X360,Puzzle,Namco Bandai,Now Production,7.3,0.32,0.14,0.15,0.02,0.02,2007-10-16,,0.33000000000000007,2007.0
FIFA Street 3,PS3,Sports,EA Sports BIG,EA Canada,7.3,0.32,0.08,0.0,0.18,0.06,2008-02-18,,0.32,2008.0
Madden NFL 09,DS,Sports,EA Sports,EA Tiburon,7.3,0.32,0.3,0.0,0.0,0.02,2008-08-12,,0.32,2008.0
Batman: Arkham Origins,WiiU,Action-Adventure,Warner Bros. Interactive Entertainment,Warner Bros. Interactive Entertainment,7.3,0.32,0.19,0.0,0.1,0.03,2013-10-25,2018-04-13,0.32000000000000006,2013.0
MLB 07: The Show,PS3,Sports,Sony Computer Entertainment,SCE San Diego Studio,7.3,0.32,0.29,0.0,0.0,0.03,2007-05-15,2018-12-04,0.31999999999999995,2007.0
Tony Hawk's American Wasteland,X360,Sports,Activision,Neversoft Entertainment,8.2,0.32,0.28,0.0,0.01,0.03,2005-11-16,,0.32000000000000006,2005.0
Nagano Winter Olympics 98,N64,Sports,Konami,Konami Computer Entertainment Osaka,7.3,0.32,0.15,0.13,0.04,0.0,1998-01-10,,0.32,1998.0
FIFA 2001 Major League Soccer,PS,Sports,EA Sports,EA Canada,7.3,0.32,0.18,0.0,0.12,0.02,2000-11-14,,0.32,2000.0
ESPN X-Games Pro Boarder,PS,Sports,Electronic Arts,Radical Entertainment,7.3,0.32,0.18,0.0,0.12,0.02,1998-10-31,,0.32,1998.0
UEFA Euro 2008 Austria-Switzerland,PS2,Sports,Electronic Arts,Unknown,7.3,0.32,0.03,0.0,0.0,0.28,2008-05-19,,0.31000000000000005,2008.0
Rugby World Cup 2011,PS3,Sports,505 Games,HB Studios Multimedia,4.5,0.32,0.0,0.0,0.25,0.07,2011-08-26,,0.32,2011.0
Virtua Striker 2,DC,Sports,Sega,Sega,7.3,0.32,0.0,0.32,0.0,0.0,2000-02-29,,0.32,2000.0
Disney's Extreme Skate Adventure,PS2,Sports,Activision,Toys for Bob,7.3,0.32,0.16,0.0,0.12,0.04,2003-09-03,,0.32,2003.0
Derby Stallion DS,DS,Sports,Enterbrain,ParityBit,7.3,0.32,0.0,0.32,0.0,0.0,2008-06-26,,0.32,2008.0
Cabela's Dangerous Hunts 2011,X360,Sports,Activision,Cauldron,7.3,0.32,0.28,0.0,0.01,0.02,2010-10-19,,0.31000000000000005,2010.0
The Biggest Loser,DS,Sports,THQ,Webfoot Technologies,7.3,0.32,0.18,0.0,0.11,0.03,2009-10-06,,0.31999999999999995,2009.0
NBA 2K3,XB,Sports,Sega,Visual Concepts,7.3,0.32,0.24,0.0,0.07,0.01,2002-10-09,,0.32,2002.0
All-Star Baseball 2005,PS2,Sports,Acclaim Entertainment,Acclaim Entertainment,7.3,0.32,0.16,0.0,0.12,0.04,2004-04-08,,0.32,2004.0
NFL Fever 2004,XB,Sports,Microsoft Game Studios,Microsoft Game Studios,7.3,0.32,0.24,0.0,0.07,0.01,2003-08-27,,0.32,2003.0
NBA Street V3,XB,Sports,EA Sports BIG,EA Canada,7.3,0.32,0.28,0.0,0.03,0.01,2005-02-08,,0.32000000000000006,2005.0
Teenage Mutant Ninja Turtles 2: Battle Nexus,GBA,Action,Konami,Konami,7.3,0.32,0.23,0.0,0.09,0.01,2004-10-19,,0.33,2004.0
Elebits,Wii,Action,Konami,Konami,7.3,0.32,0.22,0.08,0.01,0.02,2006-12-12,,0.33,2006.0
Nicktoons: Movin,PS2,Action,THQ,Unknown,7.3,0.32,0.16,0.0,0.12,0.04,2004-10-21,,0.32,2004.0
No.1 Muscle Ranking - Kinniku Banzuke Vol. 1: Oregasaikyouno Otokoda!,PS,Sports,Konami,Konami,7.3,0.32,0.0,0.3,0.0,0.02,1999-12-16,,0.32,1999.0
"Go, Diego, Go!: Great Dinosaur Rescue",PS2,Action,2K Play,High Voltage Software,7.3,0.32,0.16,0.0,0.12,0.04,2008-10-27,,0.32,2008.0
Golden Axe: Beast Rider,PS3,Action,Sega,Secret Level,4.5,0.32,0.13,0.0,0.14,0.06,2008-10-14,,0.33,2008.0
Quiz Magic Academy DS,DS,Misc,Konami,Konami,7.3,0.32,0.0,0.32,0.0,0.0,2008-09-12,,0.32,2008.0
Karaoke Revolution Volume 3,PS2,Misc,Konami,Harmonix Music Systems,7.3,0.32,0.16,0.0,0.12,0.04,2004-11-09,,0.32,2004.0
Cartoon Network Collection: Game Boy Advance Video Platinum Edition,GBA,Misc,Majesco,Majesco Games,7.3,0.32,0.23,0.0,0.08,0.01,2005-04-15,,0.32,2005.0
"Carnival Games: Monkey See, Monkey Do!",X360,Misc,2K Play,Take-Two Interactive,7.3,0.32,0.14,0.0,0.15,0.03,2011-04-05,,0.32000000000000006,2011.0
Drakengard 3,PS3,Misc,Square Enix,Unknown,7.3,0.32,0.11,0.19,0.0,0.02,2014-05-20,,0.32,2014.0
The Black Eyed Peas Experience,X360,Misc,Ubisoft,Ubisoft,7.3,0.32,0.2,0.0,0.1,0.03,2011-11-08,,0.33000000000000007,2011.0
DJ Hero,PS2,Misc,Activision,FreeStyleGames,8.3,0.32,0.1,0.0,0.02,0.2,2009-10-27,,0.32,2009.0
Vin Diesel: Wheelman,PS3,Racing,Ubisoft,Tigon,6.9,0.32,0.12,0.0,0.14,0.05,2009-03-24,,0.31,2009.0
Phineas and Ferb: Across the 2nd Dimension,PS3,Action,Disney Interactive Studios,High Impact Games,6.8,0.32,0.15,0.0,0.12,0.05,2011-08-02,,0.32,2011.0
Power Rangers Samurai,Wii,Action,Namco Bandai,Namco Bandai Games,7.3,0.32,0.27,0.0,0.03,0.03,2011-11-22,,0.33000000000000007,2011.0
Dead Rising 2: Off the Record,PS3,Action,Capcom,Blue Castle Games,7.1,0.32,0.11,0.1,0.08,0.03,2011-10-11,,0.32000000000000006,2011.0
Silent Hill HD Collection,PS3,Action,Konami Digital Entertainment,Konami,7.3,0.32,0.15,0.03,0.1,0.04,2012-03-20,,0.32,2012.0
Bratz: Girlz Really Rock,DS,Action,THQ,Barking Lizards Technologies LLC,7.3,0.32,0.18,0.0,0.11,0.03,2008-10-13,,0.31999999999999995,2008.0
OverBlood,PS,Action,Electronic Arts,Riverhillsoft,7.3,0.32,0.05,0.21,0.04,0.02,1997-05-22,,0.32,1997.0
LEGO The Incredibles,XOne,Action,Warner Bros. Interactive Entertainment,Traveller's Tales,7.3,0.32,0.19,0.0,0.1,0.03,2018-06-15,2018-11-06,0.32000000000000006,2018.0
Power Rangers Samurai,DS,Action,Namco Bandai,Namco Bandai Games,7.3,0.32,0.26,0.0,0.04,0.03,2011-11-22,,0.32999999999999996,2011.0
Overlord II,X360,Action,Codemasters,Triumph Studios,7.3,0.32,0.15,0.0,0.14,0.03,2009-06-23,,0.32000000000000006,2009.0
LEGO Marvel's Avengers,WiiU,Action,Warner Bros. Interactive Entertainment,Traveller's Tales,7.3,0.32,0.15,0.01,0.14,0.03,2016-01-26,2018-04-06,0.33000000000000007,2016.0
Fortress,GBA,Action,Majesco,Pipe Dream Interactive,6.6,0.32,0.23,0.0,0.08,0.01,2001-08-13,,0.32,2001.0
Frankenstein's Monster,2600,Action,Data Age,Data Age,7.3,0.32,0.3,0.0,0.02,0.0,1983-01-01,,0.32,1983.0
Overlord II,PS3,Action,Codemasters,Triumph Studios,7.3,0.32,0.11,0.0,0.15,0.05,2009-06-23,,0.31,2009.0
Power Rangers: Time Force,PS,Action,THQ,Climax Group,7.3,0.32,0.18,0.0,0.12,0.02,2001-11-02,,0.32,2001.0
Crash of the Titans,X360,Action,Sierra Entertainment,Radical Entertainment,6.6,0.32,0.27,0.0,0.02,0.02,2007-10-04,,0.31000000000000005,2007.0
Ultimate Fighting Championship: Throwdown,PS2,Fighting,Crave Entertainment,Opus Studio,7.3,0.32,0.16,0.0,0.12,0.04,2002-06-03,,0.32,2002.0
BlazBlue: Chrono Phantasma,PS3,Fighting,Arc System Works,Arc System Works,7.3,0.32,0.15,0.14,0.0,0.03,2014-03-25,2018-10-18,0.32000000000000006,2014.0
Dragon Ball Z: Battle of Z,PS3,Fighting,Namco Bandai Games,ArtDink,7.3,0.32,0.1,0.07,0.11,0.04,2014-01-28,2018-10-18,0.32,2014.0
From TV Animation One Piece: Grand Battle! 3,PS2,Fighting,Bandai,Ganbarion,7.3,0.32,0.0,0.32,0.0,0.0,2003-12-11,,0.32,2003.0
Kinetica,PS2,Racing,Sony Computer Entertainment,SCEA Santa Monica Studio,7.3,0.32,0.16,0.0,0.12,0.04,2001-10-16,,0.32,2001.0
F1 Race Stars,PS3,Racing,Codemasters,Codemasters Birmingham,7.3,0.32,0.07,0.0,0.2,0.05,2012-11-13,2018-10-17,0.32,2012.0
Chicken Blaster,Wii,Shooter,Zoo Games,FrontLine Studios,7.3,0.32,0.29,0.0,0.0,0.02,2009-09-15,,0.31,2009.0
Naruto: Ultimate Ninja (JP sales),PS2,Fighting,Namco Bandai,CyberConnect2,7.3,0.32,0.0,0.32,0.0,0.0,2006-06-26,,0.32,2006.0
Prey,X360,Shooter,2K Games,Venom Games / Human Head Studios,8.2,0.32,0.27,0.0,0.03,0.02,2006-07-11,,0.32000000000000006,2006.0
The Darkness II,PS3,Shooter,2K Games,Digital Extremes,7.3,0.32,0.14,0.0,0.14,0.04,2012-02-07,2018-01-10,0.32,2012.0
Singularity,X360,Shooter,Activision,Raven Software,7.7,0.32,0.24,0.0,0.04,0.03,2010-06-29,,0.30999999999999994,2010.0
WipEout Pulse,PSP,Racing,Sony Computer Entertainment,Studio Liverpool,8.2,0.32,0.13,0.0,0.12,0.06,2008-02-12,,0.31,2008.0
Cars 3: Driven to Win,NS,Racing,Warner Bros. Interactive Entertainment,Avalanche Software,7.3,0.32,0.13,0.02,0.14,0.02,2017-06-13,2018-02-25,0.31000000000000005,2017.0
Bigfoot: Collision Course,Wii,Racing,Zoo Digital Publishing,Destination Software,7.3,0.32,0.3,0.0,0.0,0.02,2008-12-05,,0.32,2008.0
Test Drive Unlimited,X360,Racing,Atari,Eden Studios,8.0,0.32,0.23,0.02,0.04,0.02,2006-09-05,,0.31,2006.0
4x4 Evolution,PS2,Racing,Gathering of Developers,Terminal Reality,7.3,0.32,0.16,0.0,0.12,0.04,2001-02-26,,0.32,2001.0
DiRT 2,PSP,Racing,Codemasters,Codemasters,7.4,0.32,0.09,0.0,0.15,0.08,2009-09-08,,0.32,2009.0
Operation Flashpoint: Red River,PS3,Shooter,Codemasters,Codemasters,6.8,0.32,0.06,0.07,0.14,0.05,2011-06-07,,0.32,2011.0
Marvel Nemesis: Rise of the Imperfects,PSP,Fighting,Electronic Arts,Team Fusion,6.8,0.32,0.29,0.0,0.0,0.02,2005-10-04,,0.31,2005.0
BlazBlue: Continuum Shift,X360,Fighting,Aksys Games,Arc System Works,8.6,0.32,0.23,0.02,0.04,0.02,2010-07-27,,0.31,2010.0
Dragon Quest Monsters 1·2,PS,Role-Playing,Enix,TOSE,7.3,0.32,0.0,0.3,0.0,0.02,2002-05-30,,0.32,2002.0
Rally Cross,PS,Racing,Sony Computer Entertainment,Sony Computer Entertainment America,7.3,0.32,0.18,0.0,0.12,0.02,1997-01-31,,0.32,1997.0
Dead Space 2,PC,Shooter,Electronic Arts,Visceral Games,8.9,0.32,0.13,0.0,0.15,0.04,2011-01-25,,0.32,2011.0
Army of Two: The 40th Day,PSP,Shooter,Electronic Arts,Buzz Monkey Software,4.8,0.32,0.12,0.0,0.13,0.08,2010-01-12,,0.33,2010.0
Darkwatch,PS2,Shooter,Capcom,High Moon Studios,7.3,0.32,0.16,0.0,0.12,0.04,2005-08-16,,0.32,2005.0
Clive Barker's Jericho,X360,Shooter,Codemasters,Mercury Steam / Alchemic Productions,5.8,0.32,0.28,0.0,0.01,0.02,2007-10-23,,0.31000000000000005,2007.0
Payday 2,PS4,Shooter,505 Games,Overkill Software,6.5,0.32,0.12,0.0,0.14,0.05,2015-06-16,2018-01-08,0.31,2015.0
SWAT: Global Strike Team,PS2,Shooter,Sierra Entertainment,Argonaut Games,7.3,0.32,0.16,0.0,0.12,0.04,2003-10-29,,0.32,2003.0
NASCAR Thunder 2003,GC,Racing,EA Sports,EA Tiburon,8.8,0.31,0.24,0.0,0.06,0.01,2002-09-19,,0.31,2002.0
Fuel,X360,Racing,Codemasters,Asobo Studio,6.6,0.31,0.09,0.0,0.18,0.04,2009-06-02,2020-08-05,0.31,2009.0
Dragon Quest Builders: Revive Alefgard,PSV,Role-Playing,Square Enix,Square Enix,7.3,0.31,0.0,0.31,0.0,0.0,2016-10-11,2018-01-11,0.31,2016.0
Devil Summoner: Soul Hackers,SAT,Role-Playing,Atlus,Atlus Co.,7.3,0.31,0.0,0.31,0.0,0.0,1997-11-13,,0.31,1997.0
Final Fantasy IV,PS,Role-Playing,SquareSoft,SquareSoft,7.3,0.31,0.0,0.29,0.0,0.02,2001-06-29,,0.31,2001.0
RPG Tsukuru 2,SNES,Role-Playing,ASCII Entertainment,Kuusou Kagaku,7.3,0.31,0.0,0.31,0.0,0.0,1996-01-31,,0.31,1996.0
J Stars Victory Vs.,PS4,Fighting,Namco Bandai Games,Namco Bandai Games,7.3,0.31,0.11,0.0,0.14,0.05,2015-06-30,,0.3,2015.0
Pandora's Tower,Wii,Role-Playing,Xseed Games,Ganbarion,7.3,0.31,0.11,0.08,0.1,0.03,2013-04-16,,0.32000000000000006,2013.0
Crash Nitro Kart,XB,Racing,VU Games,Vicarious Visions,7.3,0.31,0.24,0.0,0.07,0.01,2003-11-11,,0.32,2003.0
